Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"When the next attack is by Muslims who arrived in USA after 12/8/15, then what media? #Trump2016  #Hillary2016 #NewDayCNN @realDonaldTrump",Donald Trump,NONE,Hillary Clinton,NONE,Train
"When the next attack is by Muslims who arrived in USA after 12/8/15, then what media?  #Trump2016 #trumponcnn #Hillary2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
"@HillaryClinton Hillary, your top aide, Huma Abedin. is Muslim? Whoa....! Did not know that ! #Trump2016 #Hillary2016 @HumaAbedin",Donald Trump,NONE,Hillary Clinton,AGAINST,Train
Can we just talk about how scary #DonaldTrump is? Even scarier is the thought of him winning the elections. Plase save us #HillaryClinton.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"I, as do many here in the US, look at #Trump2016 as a joke that will end with #HillaryClinton winning. Curious 2 know how #europe feels.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"America, please drop Coals or cheap hair gels Donald Trump's places today. #Hillary2016 #DonaldTrump #TrumpOnCNN #Muslims  #Election2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Is #DonaldTrump just a closet democrat who wants #hillaryforpresident in #Hillary2016. It must be. He can't really be that nuts. Can he?,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
@wrichter00 A HUGE(trump.voice) wedge between the #GOP & #Trump2016 needs to be set now in order to save us from #Hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump jumps the shark suggesting temp. measures to marginalize #MuslimReligion while #HillaryClinton rakes cash from ANYONE offering.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
I must confess I'm really a demokraut #Hillary and me have been planning this 4 eva its going better than expected #trump2016 #dumptrump,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"Ogni volta che #DonaldTrump apre bocca, al comitato elettorale di #HillaryClinton stappano una bottiglia di spumante #Usa2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrumps hateful comments arent just an affront to our valuestheyre a threat to our national security. - #HillaryClinton,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Letshope all the people who say they will leave America when @realDonaldTrump is elected president make good on that #Trump2016 #hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
There is a realistic possibility that #DonaldTrump & #HillaryClinton could be our #POTUS2016 choices. Let that sink in. We're screwed.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Wish #DonaldTrump would stop saying things like ""No Muslims into US"" cause he might not win primary & #Hillary won't get to run against him!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Does anyone else find it hilarious the @WhiteHouse says #DonaldTrump comments disqualify him yet #HillaryClinton is under Fed investigation?,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@megynkelly  FYI:. #Hillary is not always available b/c it is taking longer for her to cover her lies  much to your dismay #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The only 2 ppl benefitting frm #MSM coverage of #DonaldTrump muslim remarks is Trump & #Hillary since new #Benghazi emails released.  .,Donald Trump,NONE,Hillary Clinton,NONE,Train
"If you want to know how children feel about #DonaldTrump, find the young boy sitting behind #HillaryClinton during her speeh",Donald Trump,NONE,Hillary Clinton,NONE,Train
"#HillaryIsRight -She said just because they're not as loud & obvious, many #GOPCandidates R on the same page as #DonaldTrump #VoteBlue2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Is #DonaldTrump secretly working for #HillaryClinton? because she's in a shoe in for Prez if he's the republican nominee,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Man didn't realize how much liberals want the freedom of speech to be gone. Typical. #Trump #Trump2016 #TrumpIsRight #NoRefugees #HillaryLie,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump is a lifelong democrat, running as a repub to make em look like idiots. His goal to get #hillary elected is working brilliantly",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"@KattyKayBBC @ScottPelley When next attack is by Muslims who arrive in USA after 12/8/15, then what media??? #Trump2016 #CBS  #Hillary2016",Donald Trump,NONE,Hillary Clinton,NONE,Train
"@MSNBC #hillary has no plan to protect American from #RadicalIslam, #Trump2016 has a common sense plan and he is out of touch?,,,idiots!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
I don't think Kelly liked what #DonaldTrump said about #HillaryClinton being weak. #KellyandMichael,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#RNC against #Trump2016  Islam plan but will support #Trump2016 #gop candidate plan, it's  creeping #Fascism. #DNC #Hillary2016 #JebBush",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump pledges to #GOP now says he go independent suck enough votes to hand election to #Hillary2016 another arrogant candidate,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#Hillary says 65,000 #SyrianRefugees. #BernieSanders says ""impossible to say"" how many. #DonaldTrump says NONE until Officials fix #vetting.",Donald Trump,FAVOR,Hillary Clinton,NONE,Train
Just because I despise #DonaldTrump does not mean I support #HillaryClinton. I don't play your left vs. right crap.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
@CarlyFiorina if you think that #Hillary will wipe out the floor with #DonaldTrump. Why haven't you or any other  #Republican candidates?,Donald Trump,FAVOR,Hillary Clinton,NONE,Train
"Mr. Bush, this too is unhelpful speech. Tell us what YOU WOULD DO instead. ""#JebBush - #DonaldTrump is helping his buddy #HillaryClinton """,Donald Trump,NONE,Hillary Clinton,NONE,Train
"Even w/ all #DonaldTrump's crap going around, I notice that in #HillaryClinton's response, she never looked more presidential!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
To libs preaching about what the GOP front runner said. Keep in mind the democratic front runner is going to jail #Hillary2016 #DonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Okay, it's real now. Donald Trump could be President if Hillary doesn't stop him. Is this sinking in? #Trump2016 #Hillary2016 #Election2016",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#HillaryClinton looks to tie other Republicans to #DonaldTrump's rhetoric about Muslims. Will it work? That's next on @MSNBC. #MTPDaily,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#JebBush burns his photos of getting chummy with serial child molester #JoshDuggar, while he claims #HillaryClinton's BFF is #DonaldTrump.",Donald Trump,NONE,Hillary Clinton,NONE,Train
meetthepress: #HillaryClinton looks to tie other Republicans to #DonaldTrump's rhetoric about Muslims. Will it work? That's next on MSNBC. ,Donald Trump,NONE,Hillary Clinton,NONE,Train
chucktodd: #HillaryClinton looks to tie other Republicans to #DonaldTrump's rhetoric about Muslims. Will it work? That's next on MSNBC. #MT,Donald Trump,NONE,Hillary Clinton,NONE,Train
I don't think #DonaldTrump is any more bigoted that the other GOP candidates and warmongering #Hillary2016. He's just wildly uninhibited,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Wow. #HillaryClinton tweets something & gets hundreds of likes. #DonaldTrump tweets & consistently gets 5k-12k likes.,Donald Trump,FAVOR,Hillary Clinton,NONE,Train
"BREAKING NEWS !!!! About us presidential race, Donald Trump and Hillary Clinton on our home page ?? #donaldtrump #hillaryclinton #politics",Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump uses his millions to enter politics while #Hillary2016 uses politics to make millions,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 #Hillary2016 enacting incoming Muslim travel ban would insure Muslim countries involvement 2 defeat radical Islam.  They need US,Donald Trump,NONE,Hillary Clinton,NONE,Train
"desert. Apart from #HillaryClinton, there is no other candidate w/ stronger ties to #radical #Islam than #DonaldTrump. He didnt want you to",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"Intrigued how Trump has been in the zone all his life. Love him or hate him, his methods and success are uncanny #Trump #Hillary  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,NONE,Train
#HillaryClinton THE CLOSET LESBIAN CAUSE BILL AINT HITTIN THAT #DONALDTRUMPS EYES BROWS 4 HAIR THEY SOUND GOOD THEN PUNCH U W AN AGENDA,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#HillaryClinton #DonaldTrump BOTH POOP ON THE SAME CRAPPER K WHEN R U ALL GOING 2 WAKE UP YEAH THIS WHAT HAPPENS WHEN FOLKS DONT WANT GOD,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
.@HillaryClinton is the whole Presidential book. Trump's book is scary chapter titles followed by blank pages. #Hillary2016 #DonaldTrump,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"What people want is change, and the only two candidates who have a snowball's chance in hell of bringing it are #Trump2016 and #Hillary2016",Donald Trump,FAVOR,Hillary Clinton,FAVOR,Train
@MarkRMatthews #DonaldTrump uses his millions to enter politics while #Hillary2016 uses politics to make millions,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#WhatILearnedToday #DonaldTrump uses his millions to enter politics while #Hillary2016 uses politics to make millions,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#MorningJoe #Cruz2016 is a real joke.. This guy can't beat #Trump2016. He definitely can't beat #Hillary2016. My grandma can beat #Cruz2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"Poll, Morning Consult, 2016 Presidential Election: Donald Trump (R) 45%, Hillary Clinton (D) 40%. #donaldtrump #hillaryclinton",Donald Trump,NONE,Hillary Clinton,NONE,Train
"In new poll, I'll explain how many voters said they'd be scared if #DonaldTrump or #HillaryClinton won presidency live on @fox25news at 8:04",Donald Trump,NONE,Hillary Clinton,NONE,Train
#DonaldTrump tops new poll today but many voters concerned about Trump or #HillaryClinton winning in 2016. I'm live on @FOX13Memphis @ 8:38.,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#DonaldTrump tops new poll today, but many voters concerned about Trump or #HillaryClinton winning in 2016. I'm live on @fox25news at 9:04.",Donald Trump,NONE,Hillary Clinton,NONE,Train
"Had #HILLARY suggested a temporary halt on Muslim #IMMIGRATION to protect #USA, MSM would be saying she just won the election. #TRUMP2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Democrats have #HillaryClinton and #Obama GOP has #DonaldTrump  What does America have? Looks like a bleak and scary future.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#DonaldTrump I am an undecided voter However I would love to see the same hard line Qs about lies for #HillaryClinton as donald is receiving,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
"If #Trump can't beat #Hillary, and the rest of the #GOP can't beat Trump... Where does that get us? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
If #DonaldTrump can beat the US national media please tell me why he can't defeat #HillaryClinton. He's showing us how it's done. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Marco Rubio?! Democrats trying to force too many irons in the GOP fire? It's #DonaldTrump baby - and all ya got is #Hillary. Lol! @politico,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@GOPBlackChick #DonaldTrump uses his millions to enter politics while #Hillary2016 uses politics to make millions,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@TeamCavuto Dirty@GOP. NYGOP bullies trying to push #Trump off balllot.If #Hillary with #Benghazi blood on her talons runs, #Trump2016 #Vets",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"I hear all this trash talking on Donald trump, well fuck who els are you going to vote for Hillary Clinton Hahah #DonaldTrump #Hillary",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@heysyd #DonaldTrump is already winning in general election against #HillaryForPrison His numbers are only rising. #TrumpArmy likes winning,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Isn't voting for #DonaldTrump b/c he shoots off his mouth similar 2 voting 4 #BarackObama b/c he's black or #HIllaryClinton b/c she's a she?,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#DonaldTrump want to protect US from #ISIS killing us.  #BarackObama and #HillaryClinton want to protect feelings of those who want kill us.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@Reince  You know a meeting to knock out #Trump will make Americans write in his name. #Hillary will win,YOU will be responsible. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#GOPe knows #Trump is the only one who can beat #hillary, & them trying to stop him PROVES they're in bed with Democrats.  #Trump2016 #tcot",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#MorningJoe I'll be honest. I don't like what #Trump2016 is saying. Never kewl to scream out ""Hate Speech"" but I don't trust #Hillary2016",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Voters Must Focus on #Hillary as #POTUS NOT Mere Inevitable...What Does She Offer That #DonaldTrump Could Not Do Better #msnbc #foxnews #nyt,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Voters Must Focus on #Hillary as #POTUS NOT Merely Inevitable What Does She Offer That #DonaldTrump Could Not Do Better #msnbc #foxnews #nyt,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary Puts #HateRadio & #Foxnews #GOP into a Hate Frenzy Worse Than with #Obama~#DonaldTrump Best Able To Do Whats Needed #nyt #cnn #wsj,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#YouAreInDenialIf U think there is any difference btwn #HillaryClinton and #DonaldTrump U cannot trust either one to keep their promises.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
If your voting for #DonaldTrump I want you to raise your hand and smack yourself with it. #donaldtrumphitler #FeelTheBern #HillaryClinton,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@realDonaldTrump cares for all Americans #Hillary only cares about herself like a career politician does #MakeAmericaGreatAgain #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Like this tweet if Uwant Hillary 2stop defending muslims 4 a minute &start defendingamericans.#HillaryClinton #donaldtrump @HillaryClinton,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton is nothing more than an Establishment bagwoman whose job is to keep the rich rich, the poor poor.  Dumb sheep.  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Even w/ all #DonaldTrump's crap going around, #HillaryClinton never looked more presidential than in her response to him!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"While the press freaks about #DonaldTrump , #HillaryClinton is saying pretty much nothing about terrorism.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#WelcomeToCanada. Well maybe were going to have to build a wall up there also. #Trump2016 #HillarySucks,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Who was that OLD GRUMP they just kicked out - he's DEFINITELY a #HILLARY supporter! YUCK! #TRUMP2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
going to military school is a lot closer to being in the military than anything in Obama's or #Hillary's past #Trump2016 #KellyFile,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Anyway, that's about all I'm going to say about that topic(probably shouldn't have even said this much) #Trump2016 #HillaryIsAnonIssue (5/5)",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"While #HillaryClinton talks about #DonaldTrump on the trail, her allies going after the contender Dems see as the real competition @tedcruz",Donald Trump,NONE,Hillary Clinton,NONE,Train
@realDonaldTrump why are Saudi's donating money to #HillaryClinton foundation?  How do we know that she's not peddling influence? #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"How is it that #HillaryClinton can see a vast right wing conspiracy, but she can't find a pattern in the terror attacks? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Risa love you but can I get you to reconsider #Hillary2016 to #Trump2016. I love You either way. I can't compromise maybe #Cruz2016 Carson,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Americans must be losing sleep with #Isis in  Do u want corrupt #Hillary who takes $ from #Islamic countries or self made man? #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump Getting 24/7 Coverage on #MSNBC as #Hillary Gets Same on #FOXNEWS~BOTH Very Unattractive Candidates? #nyt #wsj #cnn #wapo #nbc,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
If repos cause #DonaldTrump to start 3rd Party - it is not Trump putting #HillaryClinton in - it is repo party doing it - per #LindseyGraham,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
@marcorubio SPEND THE PEOPLES MONEY...yeah thats the ticket. wake up to these political criminals #Trump #DonaldTrump #marcorubio #Hillary,Donald Trump,NONE,Hillary Clinton,NONE,Train
#LindseyGraham rather lose with #DonaldTrump than win.  Great repo SC Senator?  That thinking puts #HillaryClinton in and it be repos doing.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The last time #DonaldTrump endorsing #CNN showed a minute of #Hillary is when she was commenting on their pet #Trump. Is this fair?,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If you're totally fine with more terror attacks, and an assault on the #2nd  vote for #Hillary. #OhHillNo #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#LindseyGraham rather lose with #DonaldTrump than win. Great repo SC Senator? That thinking puts #HillaryClinton in and it be repos undoing.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@FortuneMagazine she wont think its funny when we take back this country from these criminals either. #Trump2016 #HillaryForPrison,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary will attack ISIS with love & kindness can you go there and let us know how it works out? #HillaryForPrison #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@DonnaMartinNeth @mitchellvii  #hillary_unacceptable not concerned  Cruz shows weakness  GOP could implode without trump   #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
I hate to say this...but I hope #HILLARY #CROAKS RIGHT before the election and leaves them all empty handed! There. I said it. #TRUMP2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The thing #TheMedia's more dishonest about than #Trump? #Hillary2016 . They've done so much to protect her that it makes me sick #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If it wasn't for her husband, nobody would know who #HillaryClinton was. I would prefer #DonaldTrump to her, she's a lying reptile",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
The problem with America is all the folks that voted for Barack Obooncoon. Its the same ol nigger-enablers voting for #Hillary.  #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@mterry337 @Maggyw519 @CherokeeNative3  The problem is that you're willing to take the chance that none of them are #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
The #DonaldTrump campaign reminds me of #ModernFamily. A grumpy old white guy with his barely fluent prostitute wife. #Hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"if #DonaldTrump becomes the #republican nominee , #HillaryClinton will win ! This is also the case if he runs as a 3rd party candidate!",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
If you don't know that xDemocrat #DonaldTrump is a power broker for the #NewWorldOrder to give #HillaryClinton the presidency you are dumb!,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
@MJBodary After 8 yrs of #Obama if #HillaryClinton wins USA will break apart. 16 yrs of radical liberalism will cause secession. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton has a ton of dough, why doesn't she fund her own campaign like #Trump? Not smart enough? No moral compass? Both? #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Its time #DonaldTrump got called out on his ridiculous rhetoric. Now claiming #HillaryClinton killed ""hundreds of thousands of people""",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@mitchellvii these Cruz supporters getting cocky bc of a couple polls in Iowa lol  No chance anywhere else or vs #Hillary   #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
What #HillaryClinton fears most: Truth Prison #NRA  #Republicans  #DonaldTrump #TedCruz Indict Hillary. Pick your candidate. Join the NRA.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Hilary Clinton has the same haircut at Donald Trump. It's just longer. #HilaryClinton #DonaldTrump #Hillary2016 #Trump2016 #hair #haircut,Donald Trump,NONE,Hillary Clinton,NONE,Train
@thehill   And displaced 3-4M And caused a biblical exodus from ME & N Africa 1M+ refugees to Europe  #Trump2016 #Hillary #Bernie #tcot #BLM,Donald Trump,NONE,Hillary Clinton,NONE,Train
#HillaryClinton tv ad such a joke - like she's even been in a drug store in the past 30 yrs... #Trump #Trump2016 @realDonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If #DonaldTrump wins the nomination & ends up facing #HillaryClinton in the general, what will you do on 11/8/2016?",Donald Trump,NONE,Hillary Clinton,NONE,Train
It's funny that there are now #Hillary2016 supporters who criticize #Trump2016 for appealing to racists since she did the same thing in 2008,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump nvr attacks #HillaryClinton.Does any1 find this extremely strange?He loves attackn #Republicans tho..hmmmm..,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
#DonaldTrump gets this right. Law-less & Corrupt #HillaryClinton is more of a danger to United States than any candidate. #GOP #Democrats,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Trump taking heat from all Can't hit #Trump2016 harder #Hillary2016 gotten a pass from media,democrats & GOPe Wait till trump destroys her!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@kron4news   Harder than zero! What's that mean? He let em make millions a day for 2 years Idiot!  #Obama #Hillary2016 #TrumpTrain #tcot #2A,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@Jindal_2016 Cruz attacked #trump 1st think there will be a trump/cruz ticket &they would beat #Hillary hands down.She is weak #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"""Indignados"" reclaman a #DonaldTrump q pida no dejar entrar a musulmanes, pero aman a #HillaryClinton autorizando matar 1 million de irakies",Donald Trump,FAVOR,Hillary Clinton,FAVOR,Train
@realDonaldTrump @DanScavino Media Comes Right Out And Says RUBIO IS (ESTABLISHMENT PICK ) < #GOP Version OF #hillary ! No Thanks #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"If #Hillary wins, America will never recover! We must convince friends, family & coworkers to register to vote! Volunteer for #Trump2016 RT!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@RobertGBeckel you asked what is #Trump2016 going to do about Mexico becoming the car center of the world, what is #Hillary2016 going to do",Donald Trump,NONE,Hillary Clinton,NONE,Train
"#DonaldTrump says he tough on national security. ""Don't you mean #SocialSECURITY?!"", screamed someone. ""Get #Hillary out of here!"" #jokes",Donald Trump,NONE,Hillary Clinton,NONE,Train
"#Hillary is an Obama clone! Debt and ISIS are killing us. The country is turning to #Trump! No more empty words, we need action! #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Worst case? #DonaldTrump hands #HillaryClinton election then #MichelleObama runs. Goodbye #USA wake up. How many lemmings are there??,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"How dumb are we? #Trump2016 cannot be the best we have to offer. Please, 'Merica. Wake up. (Same to you, #TedCruz) #Hillary2016!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"I'm getting really fucking tired of Donald Trump, Hillary Clinton, and Bernie Sanders. #Election2016 #Trump2016 #Hillary2016 #FeelTheBern",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Donald trump is doing big things. I like #DONALDTRUMP but I love #HillaryClinton. I got the best of both worlds with either of them.,Donald Trump,FAVOR,Hillary Clinton,FAVOR,Train
@CNN JUST VOTE FOR 1 OF THE POLITICAL CRIMINALS that have you $20 TRILLION IN DEBT that will fix it! #Hillary2016 #Bernie #CNN #Trump2016,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
@VanityFair just the thing America needs. Palin explaining things for Trump. Way to go people! #USElection #Trump2016 #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
I hope #CNN does not get to have another #RepublicanDebate. They are so #biased with #questions.Let's see U do this with #Hillary.#Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Jeb! Just said #DonaldTrump  isn't the problem? He's flipping on his opinions! He's no better than #HillaryClinton #GOPDebate #CNNDebate,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"Trump: "" I haven't even focused on #HillaryClinton yet. But when I do, I will make her fall."" #GOPDebate closings with Como..#Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
That debate was torture. It made ISIS look like a humanitarian mission. #GOPDebate #FeelTheBern #DonaldTrump #Hillary2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@nprpolitics #nprdebate everyone seems afraid of the bully #DonaldTrump but  pick on #Hillary2016 / #Potus when they can't respond live. Boo,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@HMiglino @Coco_Wms Only chicken shit liberals attack & block.Thank God @potus #hillary will be out of office soon.ENJOY LIBBIES! #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"When #Hillary and other GOP candidates get crowds like #Trump, then we will listen to what MSM/Pundits/Polls have to say! #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"There is no perfect candidate. But everyone on stage is superior to #Hillary2016 and #Obama , by 1 million miles. #Trump2016  Capitalism",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Trump wins! Polls I've seen have 40% trump win  Be sure 2register republican Remind friends to change party for primary  #Hillary #Trump2016,Donald Trump,FAVOR,Hillary Clinton,NONE,Train
@megynkelly just said @realDonaldTrump would lose 49/50 states to #Hillary. Absolute blasphemy! What a joke! #TeamTrump #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
American politics are so pathetic its hilarious. Why watch sitcoms? #NWO puppet shows far more entertaining. ##HillaryClinton #DonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
why do all liberals always have to bring up racism its because they have no other thing going for them #womenfortrump #Trump2016 #Hillary,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@oscartistic bye have a good life #Trump2016 #Rubio2016 #Cruz2016  and i would rather vote for #Bernie2016 than #Hillary2016  hillary=idiot,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
I eat Russian Christmas sausage shape of #hillaryclinton to crush and devour cabbage brain and toast of vodka to @realDonaldTrump #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@ThomasARoberts @reidribble (R-WI)~>#DonaldTrump not qualified to be POTUS. Then adds~>""I don't think #HillaryClinton is either."" Aww c'mon!",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
#CNN @BrookeBCNN  #Putin wants WEAK #POTUS. He'll take #DonaldTrump/ANY #GOP rather than #HillaryClinton who's knows what nuclear triad is.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@thinkprogress  #hillary taking 100's of millions from countries that kill #feminism & #LGBT #LGBTQ  Putin isn't funding #Trump2016 campaign,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#hillary taking 100's of millions from countries that kill #feminism & #LGBT #LGBTQ Putin isn't funding #Trump2016 campaign @realDonaldTrump,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
I'm actually surprised the House under Paul Ryan was able to pass a budget that would not shutdown the government. #DonaldTrump #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
I think Paul Ryan has done a good job so far in the House compromising & getting things done! Retweet if you agree #DonaldTrump #Hillary2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#Trump2016 #Hitlery2016 #Hillary2016 How come no one (including trump) are actually looking at Trump's dealings? He is 1%, not just kissing",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#Trump2016's lead will help #Hillary2016 #2015In5Words (She's still clearly the most qualified & still #ImWithHer ).,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
