Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
I'm just gonna keep hope alive and hope that #HillaryClinton and #BernieSanders  will choose the other as VP when one wins the primary.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Prediction: @WPJohnWagner says #HillaryClinton easily won Iowa debate; #BernieSanders was shouting, went negative & seemed desperate, weak.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#Hillary #Sanders....It because of Idiots just like these 2 that are Country is in a World of shit already,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"When I say I want a woman 4 POTUS, I mean I don't want a bully, I want a feminine, peacful personality, not like #Hillary. #BernieOrBust",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Know what pisses me off?  Hearing the only reason I sprt #Bernie is because I am an angry white voter. NO! I don't TRUST #hillary #inners,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Color me skeptical when I don't believe polls showing #Sanders beating @GOP opponents by 19 POINTS in General match-ups. #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Kiss my ass #Bernie.... Your #Socialist party IS destroying  the middle class.... Living wage is a friggin red herring ! #DemDebate #Hillary,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#BernieSanders faced serious scrutiny this week, but @ThisWeekABC still calls it a rough week for #Hillary, cites discredited @CNN poll",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I don't think if OMalley dropped out he would give his support to #Sanders. He supported #Hillary before . . . but a tweeple thinks so. Well,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Hate to break it to #WaPo & #DNC but the ""old white"" out-of-touch peeps these days look/sound alot like #Hillary & #BernieSanders ... #LOL",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
I took a huge gulp of water right before roll and I choked trying to say here in time #Hillary2016 #Trump2016 #Bernie2016 #BellLetsTalk,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Don't worry about Trump. He will lose either way. Focus on the #Hillary supporters. We need them to see what #BernieSanders is all about.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Wouldve been really wiser on #HillaryClinton to have come out clean & said it was a mistake as to how her campaign attacked #Sanders on HC,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Thanks #trump as your moronic ad just drove me straight back to #Hillary reminding me why She will beat you. #Bernie will be a great VP. #H.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Prediction: @JamesFallows says #HillaryClinton won the IA debate, gave another great performance, #BernieSanders went negative, lost ground",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"Not taking WallStreet money is why #BernieSanders is going to win, this held Obama back, & #Hillary, time for more change #inequality too hi",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
When progressive organizations poll their members to see who to support #BernieSanders wins! When the big shots decide #HillaryClinton wins,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary2016 learns that #Bernie2016 is going to tax & redistribute ""her"" voter data & that Hillary can shut the bleep up about it & be fair",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@ABswl15 @MattMurph24 / If #BernieSanders really wants more debates I think #Hillary should call his bluff. Sounds more like bluster to me.,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Who is this fool Francescs Chambers on @hardball saying #Hillary supporters don't think #bernie would tear up the ACA! He would! We know!,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"@RogerJStoneJr Great choices the Dem's have, the communist #BernieSanders or the criminal, liar, and Bill Clintons cover up queen #Hillary",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Hillary2016 sleaze continues re #Bernie2016, accusing B of busing in voters to #Iowa.Just like she accused @POTUS of selling drugs in 2008.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Amazing #Democrats next debate on Saturday night. Says a lot when your party hides their candidates. I'd hide #Hillary and #Bernie too,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
The #GOP's biggest mistake may have been assuming they would be facing #HillaryClinton in the general election. #Sanders may be tougher!,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
#Republican candidates on #CNN every single day. #Democratic candidates? Maybe once a week #Hillary or #Bernie . What does that tell you?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I don't have a clue what #Hillary's health care plan is. Am I an ignorant fool? All along #Bernie2016 has said Medicare4All. WTFisHers?,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I'm amazed how many on Left  bolster their hatred of #Hillary or #Bernie using RW media memes. Don't you see how you're being manipulated?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
How are we any diff than GOP that we claim harm America if we act like them by unfair/vicious attacks for our fav? #Hillary2016 #Bernie2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@CNN #potus #Bernie2016 #Hillary2016 I do not blame Islam i don't think isis are true muslims i just think isis will sneak soldiers  in 2 us,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
All #HillaryClinton talks about is fighting all #BernieSanders talks about is building. The age of warriors is dead. Lets build America.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
You think #democrats #Bernie2016 stealing from #Hillary2016 is something? Think how they would steal from the country if elected!,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@anthony45339755 I think people should care more about electing a candidate that isn't corrupt over their gender #Hillary2016 #BernieOrBust,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary2016 I will vote for #TedCruz before I ever vote for #BernieSanders talks false Hopes,socialism,lets all go on welfare with bernie",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Now I have to go to work after that BULLCRAP @iowademocrats pulled last night. Was #HillaryClinton ASSURED before her speech? #BernieSanders,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary if we didn't fund the ""moderate rebels"" who turned into ISIS we wouldn't have the nightmare in Syria. #DemDebate #BernieOrBust",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@SenSanders: ""I'm going to break up the big banks."" What does that mean? WHAT DOES THAT MEAN?? #BernieSanders #HillaryClinton #Election2016",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"#Sanders is for revolutionary change, #Hillary is for evolutionary change. He says what we want, but she says what's realistic and doable.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
It is interesting that the cameras at #Bernie and #Hillary rallies actual move and show crowds Makes your go hmmm #tcot #Trump2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Nor should Bernie supporters; Iowa & NH were always going to favor their candidate somewhat over @HillaryClinton #Bernie2016 #Hillary2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Is #BernieSanders using dirty tricks 2 smear #HillaryClinton? 1st a negative ad they put up and then pulled and now voter files Infringement,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
How can you trust someone who's made more than $3million from the #healthcare industry? Shame on you #Hillary. Pay my premiums! #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Bernie2016 #Hillary2016 Please DO NOT SHOP ON THANKSGIVING. Workers deserve holiday off. Stop corporate greed and erosion of our culture.,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#Hillary left audience cold in Iowa City on Thurs, spoke for less than 5 mins to the crowd. Cheques must've lacked a few zeros #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Have to say, #Hillary is making a huge mistake by complaining Re: #Sanders. Run ur campaign and stop whining. Risky strategy at play here",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
@Katlaya We need a pres. that isnt gonna be always battlin it out n the hospital instead of running this country #BernieSanders #Hillary2016,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
. @ZeitgeistGhost @WayneEdH No matter - they aren't true Dems in that case - just like #Bernie! We will win WH with #Hillary w/out them.,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#HillaryClinton camp saying impossible to get #BernieSanders ideas through the House so it's a waist of time. Wow must think America sucks!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Yo Iowa Dems. Maybe less huff huff puff puff & finish counting those caucuses votes? Ppl need to go to sleep #HillaryClinton #BernieSanders,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#MartinOMalley = most likable, #BernieSanders = says what I want to hear,   #HillaryClinton = the best candidate. It's a Chinese food menu.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"@davidsirota This is #Hillary campaign's attempt to divide Dems by race. Shame on them. #Bernie has always cared, always lifted ppl up",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
The best we can hope for is that #HillaryClinton maniacally cackles her way into a stroke and #BernieSanders chokes on free socialist bread.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"@DonaldFTurner I've noticed a recent uptick in #Hillary fans accusing #Bernie supporters of being ""paid GOP Koch trolls"". LOLZ.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"@abcnews #HillaryClinton helping to reduce education talks about more aid which #Sanders argues too much spent on buildings, VP's, Stadiums",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#HillaryClinton knows more about foreign policy than #BernieSanders. i really don't think she is in favor of regime change, just outing isis",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"I would never vote for either however, I would take #sanders over #Hillary at least he's upfront and honest about who he is.",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
#BernieSanders #HillaryClinton #MartinOMalley Stop worrying about who leads and join together in solidarity. Think what you could accomplish,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Legal news: fmwilliams25-- Legal news: Trump16US-- #BernieSanders wants to ""continue #BarackObama 's agenda"" & #HillaryClinton wants to ""no",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Lmao #HillaryClinton totally #falseflag #BernieSanders with that data. She makes an easy antichrist to beat so idgaf.  Bernie is such a cuck,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
#HillaryClinton #BernieSanders  dem debate CRIMINAL love fest...#ABC Debate team...Anti Catholic discrimination continues with OMalley.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#HillaryClinton is losing my support over Healthcare. #BernieSanders is right. Obamacare not enought; we need Universal Health Coverage,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Just soreading news, there is democratic debate sunday night, lets feel the bern #bernie #irandeal #HillaryLies",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"One day I will serve the people of this great nation with honesty, integrity, & consistency just like #BernieSanders #Hillary2016 #NOHillary",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"I finally disagree with #Bernie2016 on something--#Hillary2016's emails. After 40 years of Clinton scandals, I'm getting tired of all this!!",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Hillary > #Bernie When Sanders was 30yrs old he wrote papers saying ""women fantasize about abusive gang rape"" @KingBillyV @CherokeeNative3",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
It's like WE'RE the Donald Trumps of the Democrats. Just tearing each other down. #BernieSanders #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@DavidCornDC  abs RIGHT ON #bernie has never weathered a GOPee storm like #Hillary and Bubba have  and @HillaryClinton has beaten them 25yrs,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#HillaryClinton has played the gender card against #BernieSanders (as she played the race card against Obama) and believe her promises?,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Looks like with who we have so far running for #president that it's a great time to move to Costa Rica! #Hillary2016 #Bernie2016 #Trump2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Amazing the record turnouts being reported across Iowa; #Trump and #Bernie effect? What're the chances this is good news for #Hillary2016 ?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#OMalley says #Hillary & #Bernie are inconsistent on gun control. Wrong. There has been no evidence put forth indicating that for Hillary.,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
#BernieSanders says a person who works 8hours should get $120 but #HillaryClinton says to give $24 of that to people who don't work at all.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#DemDebate #Bernie2016 #Hillary2016 Raising minimum wage will kill small biz & raise costs on consumers. Costs always passed to consumers.,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
the rise and momentum of #BernieSanders has really given me alot to think about going forward. i thought i would support #Hillary hands down,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
Thru-out History the youth have always lead Humanity forward! #Hillary2016's #Trump2016's voters are older.Time To Move FORWARD!#Bernie2016!,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
Senator #Bernie Sanders might have a point about #Hillary Clintons close ties do Wall Street. Beholding to WS campaign money,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Who with a good brain behind their eyes would want total government oversight of EVERY aspect of their lives? #hillary #sanders #dems,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
TDC - POLITICS Where has #BernieSanders gone... Has he become #Waldo or just afraid of #HillaryClinton? His voters must love him now...,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@flyada1 This entire incident came about due to nefarious deeds by #BernieSanders team & some #HillaryClinton is the victim? The Bad person?,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#HillaryClinton fans say the #GOP will have a field day if #BernieSanders is nominated. Uh, they've been ragging on Hillary 24x7 since 1992",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@ABC #HillaryClinton #BernieSanders #MartinOMalley  It's like they didn't want anyone2watch&know anything about it!!MiddleOfTheNight!!LMFDAO,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"@PIRATE1775 #BernieSanders learning what happens when you challenge #Hillary ,even if poorly  .Careful Bernie....remember Vince Foster?",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"In a year, #BernieSanders has gone from 3.6% to 30.7%. That's a HUGE gain.  #HillaryClinton has gone from 61.7% to 54.7%. Not a huge loss.",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
#BernieSanders fans are hateful about #HillaryClinton! What's she done except work all her live for people of color & folks in need! #maddow,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#Bernie twice declined to attack #Hillary on corrupt #Emails, declined to attack on #ArabSpring butchery, now won't attack her dirty tactics",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#HillaryClinton played coy when we asked for more debates. ""Let's not break the rules."" Suddenly it's like, cmon #Bernie! Forget #DNC rules!",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
$2 m in 7 months for cosying up to greedy #WallStreet?? #HillaryClinton forgoes moral high ground this time. #BernieSanders a better choice,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary > #Bernie Then you turn around & pretend to be scared Dems won't turn up to vote? Please, stop tweeting. @Luminate_Design @WayneEdH",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"Often wonder aft listening to ppl singing #BHO #Hillary & #Bernie 's praises what am I missing here? They're destroyers, frauds & liars",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
There is SO MUCH SH*T to deal with in this country we have no time to waste on defending all #hillary lies. #BernieOrBust #HillNoWay,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@DobbaDobba #bernie people spread the word. Let's turn up the heat! I dedicate Nelly ""It's getting hot in here"" to #hillary",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Conservative Republicans should be doing everything they can to stop #Hillary & #Bernie instead of continuously attacking each other...#tcot,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
It's bad #HillaryClinton wasn't paid by #NRA else she wouldn't have that last shred f bite to attack #BernieSanders on  #DemDebate,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
The thing I like most about #Hillary is #BillClinton. The thing I like most about #Bernie is his hair. I relate to that hair. #Decision2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@ariannahuff You really should cover #Bernie2016 more than that unlikable #HillaryForPrison2016 you lose credibility for every lie you push.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Isn't it coincidence that #HillaryClinton talks about how religious she is meanwhile media talks about non-religiosity of #BernieSanders?,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
When does #OMalley bow out of the race? He's taking up airtime better spent hearing more from #BernieSanders & #HillaryClinton #DemTownHall,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"@Magic_8_Jack  No thank you, As much as I like #Bernie , I'd rather feel reality & KEEP the White House in the Dems' sane hands #Hillary2016",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Calling oneself a progressive while saying single-payer healthcare will 'never ever happen' seems false #Hillary  #Bernie2016 #notmeus,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
This Primary is simple in the Corporate right corner you have #Hillary in Progressive left corner you have #Bernie now you will choose.,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
What's with Bernie raising his hand... Is he having Flashback of being in Grade School again #DemDebate #BernieSanders #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
PP endorsing #Hillary way early in election is obvious leaning toward establishment politics. #Bernie isnt dismissing their importance/value,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#HillaryClinton is highly overrated among black Americans. Do your homework black America & compare Hillary to #BernieSanders #Election2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
People who support #Bernie or #Hillary liberals progressives Americans in general need to grasp how dangerous failure in 2016 would be.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Whether #BernieSanders wins the #IowaCaucus or not, he still wins because it's so close he & #HillaryClinton will probably split delegates.",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"@realDonaldTrump just want 2 give U the heads up. When either #Hillary2016 or #Bernie2016 become pres, im going 2 taunt the fuck out of you.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#BernieSanders is on the path to victory.Democrats don't need a flip flopping liar like #HillaryClinton as the nominee...nothing personal.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Lets see what america has for us tonight! #demdebate . Go #BernieSanders ...#hillaryclinton is just 1 part of that corrupt govt. Clean house,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
".@nytimes:#Hillary advisers, Bill think she made ""serious miscalculations"" not attacking #Bernie earlier be4 he sparked ""political movement""",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Has @HillaryClinton ever been authentic? Is her brain just a collection of focus groups telling her mouth what to say? #Bernie2016 #Hillary,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Bottom line, I'll take either one as president, they'll have their strengths and weaknesses, but should do a good job. #Hillary #Bernie",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
.@GottaLaff It happens only to #Hillary2016. #Bernie2016's strong pro-gun control but doesn't think mfgr be responsible for consumers misuse,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
.@dtv24681 @AllenWest #MSM kiss up to #Hillary the Queen though she's the most corrupt souless cand & #Bernie for God's sake is a Socialist,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
I like #Hillary more than #Bernie because she has experience with #foreign affairs. #Bernie needs to express his position on #world events,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
I think President Obama is lowkey supporting Bernie Sanders over Hillary Clinton for president. Anybody agree? #SOTU #Obama #Bernie #Hillary,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#BernieSanders gives good speeches, Simon & Garfunkel brings tears to eyes but #HillaryClinton can actually get things done! #IowaCaucus",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"It's true, despite #Bernie's shock at #Hillary; he's been critical of #Obama. I recall it. But, will this in-fighting work? #DemDebate",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"If past is prolog, #BernieSanders' presidency will be him making great, moving speeches but won't change anything! #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#BernieSanders Rally chant: 'She's a liar!'... Gee will #LIBERALS call THEM #RWNJ because they see #HillaryClinton as a liar also?,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"I'm assuming that many US media outlets will declare #HillaryClinton's position ""strong"" after each #Sanders2016 victory, but not vice-versa",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#HillaryLies just adopted #BernieSanders platform for her first 100 days work, until she got to healthcare, there even her lies fall short.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Stupid liberals are more concerned about illegal invaders and mysterious refugees than American citizens. #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Rule28 or not, I think its pretty shitty that everyones hard work on both sides came down to a couple coin flips. #Hillary2016 #Bernie2016",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
I'll run for President only if Bernie Sanders beats Hillary Clinton - Bloomberg says. Someone is paying this guy. #Bernie2016 #Hillary2016,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#DemDebate need to help white working class see,they have been voting against their self interest. #Hillary2016 #Bernie2016 have it together",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#BernieBros don't understand the attributes of a REAL candidate-like publicly humiliating a 12 year old rape victim in court. #Hillary2016,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Many #unions have top down power structures & they invariably support #Hillary. Those that do not support #Bernie2016 .  #IowaCaucus,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#BernieSanders is finally getting sick of #HillaryClinton attacks. She is having deja vu all over again and sees a repeat of '08 coming ,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I already know #Hillary supporters who said point blank they wouldn't vote for #Bernie in the general and would go #Trump or STAY HOME!,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
We support #Hillary & #Bernie - Dems are blessed with 2 great candidates. Those who pull down one or the other are defeatists. #UNITEBLUE,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"Sorry #HillaryClinton, can't believe you give a crap about reigning in Wall Street when you take so much money from them.  #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#DNC fears Washington will be accountable 2 American people if #BernieSanders gets the nod Thats why scumbag #Hillaryclinton is their choice,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Prediction: @FrankBruni says #HillaryClinton won IA debate, look poised, confident; #BernieSanders went negative to no effect, looked weak.",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
@Salon  #hillary right make fixes if need b what we fought. not go back try game play into gop hands too hard fought #bernie too pie in sky,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
".@bscovy1 ""And I promise to plant that tree in a sun-drenched field of Acapulco gold...."" continued #Bernie. #Hillary agreed. @AppSame",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"...Because come November, you know where your priorities lie. Hoping that we all can see the forest AND the trees. #inners #Bernie #Hillary",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Campaign Finance? #BernieSanders Authored reform  #HillaryClinton Supports Reform but taking 1 billion from banks, other corps etc",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Why am I not seeing headlines saying #HillaryClinton follows suit, repeats #BernieSanders WORD FOR WORD regarding private prisons? #topprog",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Young people support #Bernie over #Hillary two to one. There are very good reasons for that. But the Dem Party hates to admit it. #DemDebate,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"What? #Hillary said I don't like #Bernie2016 universal healthcare plan, b/c I want AMA to be the path to universal healthcare.  #DemDebate",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#BernieSanders helping #HillaryClinton by telling Donald Trump to stop talking about Bill Clinton's sex life. You're a fool protecting her,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
When #BernieSanders supporters trash #HillaryClinton it feels like they're #meangirls Trashing my candidate doesn't help your cause,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"I have posted tweets supportive of both #Hillary & #Bernie, and I'll be proud to support whichever one of them gets the nomination.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"@JoyAnnReid  #BernieSanders peeps have been up n arms over debate skeds, but data breaches r no big deal? Mmkay.   @taddevine #Hillary2016",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#msnbc says #Hillary2016 benefits from #ParisAttacks cause of State Department expernce? She helped create it with her VOTES! #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"It's sickening to watch #CNN cover and analyze  the #DemDebate knowing Time Warner gave #HillaryClinton over $400,000 #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
so far I havent heard a single word from Clinton supporters about that HUGE HUGE question. #BernieSanders #HillaryClinton,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Legal news: Berry6189-- RT Trump16US: #BernieSanders wants 'to continue #BarackObama 's agenda' and #HillaryClinton wants to 'nominate him ,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Hillary should/will be indicted, leaving #Sanders a #Socialist! Review hx of failed Socialist countries,Socialism is wrong for our country!",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
All we need is #Bernie supporters to vote #Hillary in the general election until then they can go back to smoking weed & pretending its 1969,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
#Hillary2016 trolls have been creating closed Facebook groups to allure #Bernie2016 supporters to waste their time. Don't fall for it.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Legal news: Erna7790-- RT Trump16US: #BernieSanders wants 'to continue #BarackObama 's agenda' and #HillaryClinton wants to 'nominate him t,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
If you're looking for a witchhunt against the rich #Bernie is the candidate for you. But if you want progress & real solutions vote #Hillary,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"No good deed goes unpunished...just sent to collection again. Medical , when my,husband already pays 1300/mo #Sanders2016  #HillaryClinton",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"While there was wrongful action on both sides, so far no evidence of misconduct by #Bernie or #Hillary themselves. Focus on real enemy, GOP.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
Just the simple fact that #Hillary2016 and #Sanders2016 have a voter base let's me know who is #uninformed and only #educated with what #Fed,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"Some say I should support the dem winner, after name calling and personal threats from Hillary Clinton supporters. #Bernie2016 #Hillary2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Nothing (literally can't think of anything) says entitlement like declaring victory before polls even project it #Hillary #Bernie #elections,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
There are lots of people from the black community who give $ to #Bernie2016 But how many #HillaryWallSt donors live in your neighborhood?,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"@beladonnarogers the west is to bad #hillary ,#sanders and #obama isnt..the liberal media even treats them better than their victims",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Tonight a #HillaryClinton supporter with a rude #BernieSanders hashtag twitter-screamed at me that we're destroying her party. Mirror?,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#Hillary > #Bernie Snowden isn't a ""whistleblower"" he's a fucking TRAITOR who gave US SECRETS to foreign govts. You're not smart @KingBillyV",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
