Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
#DonaldTrump Will Fall as more Americans see that he is working for #Hillary! #TedCruz Will Become the Republican Nominee! Thank You God!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Typical #dumos technique - take a tragic issue and blame #repos.  #TedCruz n #DonaldTrump had nothing do with CO shooting. Harvesting issue.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Just because I love #TedCruz2016 doesn't mean I can't like #DonaldTrump too. The enemy is #Hillary. A house divided cannot stand. #NoAmnesty,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#TedCruz worried #DonaldTrump might not go away, hypes his own racist, misogynist, anti-immigration, and homophobic side: ""I'm fascist too!""",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"I will never vote for #CRUZ because he thinks we need ""immigration reform"" instead of enforcement. #CRUZersRLosers #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Most Americans are brain dead regarding the basis of their standard of living: PRIVATE ENTERPRISE FREE OF GOVT CONTROL. #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz cumming all over himself as he jacks off to Jesus & catches up to #DonaldTrump in Iowa poll numbers with imploding #DonaldTrump!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
A vote for a Republican is a vote for an asshole that will take your money and fuck you over #Trump2016 #TedCruz #WhiteTerrorists #p2 #tcot,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#trump2016 #rubio2016 #cruze2016 all 1000% better than handing reins to grandma #Hilary2016 OMG u think Obama is bad Clinton worst Potus,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@johnleask |not in this case...u mean to tell me that Hillary Clinton isn't the lesser of 2 evils compared to a #DonaldTrump or #TedCruz?,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
I would fear #TedCruz more than I would #DonaldTrump because Ted Cruz actually believes what he says.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"What do you expect #Cruz to say; ""#Trump2016 is going to clean my clock in the primary""? This is such a stupid non-story! #KellyFile #NoNews",Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz is not smart enough to realize his supporters will go to #Trump rather than vice versa. We are the party of Trump. #Trump2016,Donald Trump,NONE,Ted Cruz,NONE,Train
i may like #Trump2016 a lot but i think #TedCruz is right about nomination and besides unless #HillaryClinton will go off the way never mind,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Somebody needs to tell #Republicans that the monkeys they have been toadying to have taken over the zoo. #Trump2016 #TedCruz @HuckabeeShow,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Do #DonaldTrump, #TedCruz know why the #Pope generates such crowds, adulation? It's how he lives;what he stands for.WhatAmericans want.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@nytopinion @FrankBruni when #DonaldTrump feels less scary than anyone that speaks volumes Two words come to mind 4 #Cruz Master manipulator,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Hey #TedCruz ""pampered teens"" are entitled kids of wealthy white parents that attend conservative colleges & dodge the draft. #DonaldTrump?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#TedCruz, whos birth certificate says ""born in Canada"", is trying to run for prez. #trump2016 cuz electoral politics gotta end w/ a whimper.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Guarantee if #DonaldTrump is or is not the Nominee Hillary Clinton will be the next President! Unless conservatives and others go #TedCruz!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#GOP:  Pick up your guns and show those #guncontrol leftists what you can do! Don't retreat, reload #Trump2016 , #TedCruz",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Time to take my ""Dump for Trump""while I wait for #DonaldTrump #TedCruz  & other GOP #NRA pimps to stick their head back up #NRA's asshole!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
I've always wondered why the Wizard gave #TedCruz a brain.  He never uses it....then again neither does #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Like I SAID! Don't wanna another POLITICIAN in the WHITE HOUSE! Especially those with ties to CUBA! NO #Cruz NO #RUBIO! Goin #Trump2016!!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Hard to tell who is more dangerous to America nowadays...goddamn bigoted fools like #DonaldTrump & #TedCruz or home-grown Islamic terrorists,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump cannot save this country. Not he, nor any other #progressive can save this country.  @tedcruz for president. ____ #TedCruz2016",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Wait? #DonaldTrump delusional ass grilled pres #Obama about being an American citizen. But haven't said a fucking word about #TedCruz #smdh,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"After listening to Obama, Lynch & the bozos that let media into the crime scene, I worry about the America I love. #Trump2016 #Cruz2016 #2a",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Republican prez aspirant #DonaldTrump maintains 20 point lead over his rival Senator #TedCruz Cruz in latest poll,Donald Trump,NONE,Ted Cruz,NONE,Train
Well let me forget about these crazy motherfuckers like #DonaldTrump #BenCarson #TedCruz #MarcoRubio....& all those Muslim jihadists too!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Time to forget #DonaldTrump #TedCruz & the rest of these goofy cocksuckers...time to crawl in bed & rub one out to #SarahPalin! Nitey nite!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Tashfeen Maleek Barak Hussain  Bastard Mohammed  Who cares about the name. The US should eliminate ALL threats now!  #Trump2016 #CruzVP2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Where are the BIG Muslim marches denouncing Radical Islam? Oh, sorry, I forgot.. They are ALL Peace Loving!  #Trump2016 #CruzVP2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Hot take: President #TedCruz would be way, way worse than President #DonaldTrump. Cruz is a True Believer. Watch out for them.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Jimmy Carter's Cancer is Gone. Amen!  But America has another metastatic Cancer called Barak Hussain   #Trump2016 #CruzVP2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"History shows that scapegoating is a tool of a weak, cowardly leader with severe character defects. #UniteBlue #tcot #Trump2016 #tedcruz",Donald Trump,NONE,Ted Cruz,NONE,Train
We are reminded that there is nothing like greed to turn wise men into fools. #Congress #DonaldTrump #NRA #TedCruz #BenCarson #JebBush,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"will it take illegal aliens, @marcorubio ?  Rubio,  a trojan pony for Amnesty who was found out before it was too late. #TedCruz #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
What a weak #POTUS!! We need a real leader! #foxnews #DonaldTrump #TedCruz #Hannity This president is a joke!! Support 2nd Amendment!!,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#ObamaSpeech perfectly reasonable compared to vitriolic verbal diarrhea flowing from mouths of goddamn fools like #DonaldTrump #TedCruz etc.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Could #DonaldTrump be any more WRONG!? No. We cannot target Muslims anymore than we can target ""radical Christians.""  #TedCruz, same crap.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#December7 remember Pearl Harbor #Trump2016 we have a tendency to forget history quickly and make the same mistakes #TedCruz strong leaders,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"When your campaign strategy is to appeal to the dumbest, most frightened people, you're pretty unassailable.  #Cruz2016  #Trump2016",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Looks like #Trump is going to have to hammer away at #TedCruz now that he's leading in #Iowa. Good man but not the right leader. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Republicans are ditching school yard bully #donaldtrump 4 brat #tedcruz who threw a 21-hr temper tantrum in Congress w/Green Eggs & Ham.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Is the fact that #DonaldTrump not leading in #Iowa more exciting than the fact that #TedCruz is leading completely devastating? #scared,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Iran Violates UN Agreement by Testing Mid-range Ballistic Missiles. Perfect opportunity to NUKE-EM!  #Trump2016 #CruzVP2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Trump may have a point: That new ""Muslim Mary"" radio show is already converting Americans to their cause. #Trump2016 #Cruz #Carson #CNN #NBC",Donald Trump,FAVOR,Ted Cruz,NONE,Train
#We the people's of America do have choice's not to Listens to crazy people's like #DonaldTrump #TedCruz #MarcoRubio and others hate talks.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@blakehounshell They're using them to recruit, and AG Lynch is preparing indictment papers against Trump.  #Trump2016 #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"I don't know if #DonaldTrump believes a word he says, but he sure understands his followers. The same is mostly true for #TedCruz.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"If ever proof was needed that #DonaldTrump was mad, then we certainly have it now. But there is someone worse: #TedCruz believes this stuff.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
It appears #TedCruz wants to be #DonaldTrump's VP running mate. Trump wants to close America's doors & Cruz will shutdown government again!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
It is past time that we root out witches & warlocks.  Burn them or intern them. #Trump2016 #PaulRyan #RepublicansAreStupid #FoxNews #TedCruz,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"@Thom_Hartmann c'mon ppl,Hate dont have a #Pendulum,#TedCruz,#DonaldTrump& #MarineLePen&t/NF,have always been mean&hateful,Racist&Xenophobic",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
While #DonaldTrump is obsessed with Building a Wall - the more #TedCruz talks we learn he's simply Off the Wall ! @MicheleMrigesh  #GOP2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@uk_visahelp #TedCruz wd have #DonaldTrump as a trade negotiator? Like oil deals with Arab countries? V poor judgement,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Homeland Security Chairman,  Rep.McCaul: EXTREMISTS TARGETING REFUGEE PROGRAM TO ENTER U.S. Surprised?   #ISIS  #TRUMP2016 #TEDCRUZ  #CARLY",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Of course #TedCruz supports #DonaldTrump, he's hoping for a VP spot, which would be the closest he would ever get to the WH",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz was only GOP Prez wannabee who wouldn't slam #DonaldTrump for his anti-Muslim tirade...he still likes the goofy motherfucker!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Yup #TedCruz says he still likes #DonaldTrump & it's not his job to criticize him...his head is still buried up the Donald's skanky asshole!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Truth is #TedCruz is still jacking off to Jesus in the hope that God makes #DonaldTrump croak & Teddy inherits all his screwball supporters,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
In any case #TedCruz's continued support of crazy #DonaldTrump proves once again his total lack of integrity & shows what a douchebag he is!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Obama turning persecuted Christians away from coming to US: This disqualifies him from US presidency-unAmerican! #tedcruz #donaldtrump #ewtn,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#DonaldTrump is absolute national security threat & is dangerous for America. This is behavior of inexperienced egomaniac. #Cruz no better.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Hillary Clinton Says that the ""Benghazi Families Are Liars"" Truly Shameful. Not qualified 2B Commander in Chief #Trump2016 #CruzVP2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Then there is equally nutzo creep #TedCruz who's head is stuck so far up #DonaldTrump's asshole it's about to come out the Donald's mouth!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Characters in ""Doctor Strangelove"" movie starting to sound rational when you compare them to #DonaldTrump #TedCruz #BenCarson #MarioRubio",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Dear #DonaldTrump, not sure if you're torpedo'ing your candidacy on purpose, but if you're going to go down, take #TedCruz out first. Please",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"When a dwelling has rodents, you call an exterminator. When a Country has Rats, you Elect Donald Trump! #Trump2016 #CruzVP2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
The new code phrase THAT'S NOT WHO WE ARE...uttered by Democrats & RINOs who covet the Muslim vote to maintain power. #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"With a #DonaldTrump that bad, #Cruz has become electable! It will unfortunately be a piece of cake for #clinton2016 to win the holy house.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#SCOTUS will rule in favor of Obama's Immigration Executive Order, indirectly ending #TedCruz, #DonaldTrump campaign. Plain and simple.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#MorningJoe #Cruz2016 is a real joke.. This guy can't beat #Trump2016. He definitely can't beat #Hillary2016. My grandma can beat #Cruz2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#morningjoe if #TedCruz or #DonaldTrump wins iowa, it will endorse the idea that Evangelic Christians are Racist People.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#GOP faces exciting possibility of a #TedCruz v #DonaldTrump showdown in which remarkably the merkin-topped racist will be the moderate.,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"Headline: ""#TedCruz Questions #DonaldTrumps Judgment to Be President"" And I question Ted Cruz judgment in everything he says/does",Donald Trump,NONE,Ted Cruz,AGAINST,Train
"Would the #Democratic Liberal Media give #DonaldTrump free airtime if he was a real #Republican? NO! Quit being a chump, Dump Trump! #Cruz!",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#GOP elites & Donors align w/ Libs, media & political pundits to stop #Trump2016 & to lesser degree to stop #Cruz2016 both strong Leaders",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
The vicious attacks by mainstream Republicans against #Trump2016 & #Cruz2016 have awakened the Sleeping Giant that is the American patriot.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Its not chaos, campaign strategy4 #DonaldTrump words like dope,scary,fear,I think he'smore trust worthy than #TedCruz #Trump smart using ppl",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Trump2016 #Cruz2016 Should make a 'non-aggression' pact: to throw full support to which of them wins nomination.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Instead of supposed deal with Hilary, more likely conspiracy is #DonaldTrump is in the race to make nut-jobs like #TedCruz seem reasonable.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@mitchellvii @slone  I like #Cruz, but I think #Gingrich would be a money VP.  Was Speaker last time stuff actually got DONE...  #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Zerc Det has failed to distance himself from Pmurt Dlanod, and could have trouble attracting independent voters #TedCruz #DonaldTrump",Donald Trump,NONE,Ted Cruz,NONE,Train
"#Trump2016 #TedCruz #GOP #Republicans Keep in mind, its YOUR kids that come home in body bags. NOT Trump/Cruz/Bush/FoxNews/Congress kids.",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"#TedCruz says exactly what #DonaldTrump says..only quieter. That's why he won't denounce his comments.  Right, Vato?  Rafael?",Donald Trump,FAVOR,Ted Cruz,NONE,Train
We should hold an un-election a year before the actual election to vote off candidates we don't want running. #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Impossible to take #Cruz seriously. I've tried. He's just too weak. Plus the nasal voice&the over-the-top evangelicalism is gross #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Don't let Cruz catch up to Trump. He's only adopting Trump's immigration views to win. He won't protect this country #Trump2016 #TedCruz,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I'm a total #Trump #Trump2016 supporter but will also vote #TedCruz2016 however attacking my friend @ChuckNellis calling him a traitor,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"The GOP currently have a choice between #TedCruz & #DonaldTrump no winners here. Just like their gerrymandering, the next 10 yrs will hurt.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"If #DonaldTrump or #TedCruz's candidacies don't inspire every damn Dem in the country to get out and vote, I don't know what will.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
We need2 #vote #Trump2016 in2 office #Cruz won't have a chance of winning against Hillary & the RNC elite.Trump can make America Great again,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
We need to #vote #Trump2016 in2 office #Cruz wouldn't have a chance of winning the presidency if he's running against Hillary & RNC elites.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Getting scared much @realDonaldTrump You big mouth unintelligible moronic Hillary Shill. #Cruz is 10x the man you will ever be. #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"@tedcruz @realDonaldTrump LOL #TedCruz wants to wrestle around with #Trump2016 , wearing skimpy booty shorts. I've heard it all now.",Donald Trump,NONE,Ted Cruz,AGAINST,Train
#TedCruz and #DonaldTrump now fighting over who should have their finger on the button. Where is Don King now that we need him?,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@BenHowe seriously.....#TedCruz won't take on #DonaldTrump but he except us to believe that he would be tough on ISIS.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Obama would ban the 2nd Amendment.  Lynch would ban the 1st Amendment.  Neither would ban Muslims who kill.   #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
. @realDonaldTrump @tedcruz My hopeful ticket for 2016. Trump/Cruz. Let's go! Mr. President Trump and Vice President Cruz #Trump2016 #Cruz,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
DEMOCRATS:  Obama: Aids Islamic Terror Hillary: Allows Ambassador to die Kerry: Gives Iran nukes Pelosi: An imbecile  #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#DonaldTrump picks a Twitter fight after #TedCruz raises questions about Trump's judgment. I'll bring in our panel next. #MTPDaily,Donald Trump,NONE,Ted Cruz,NONE,Train
chucktodd: #DonaldTrump picks a Twitter fight after #TedCruz raises questions about Trump's judgment. I'll bring in our panel next. #MTPDai,Donald Trump,NONE,Ted Cruz,NONE,Train
"prettyliljordyn: RT dansch2002: MT SMolloyDVM: #DonaldTrump echoes #TedCruz on: immigration, amnesty, border, military, jobs. ",Donald Trump,NONE,Ted Cruz,NONE,Train
I'll hold my nose & vote #Trump2016 (once I get VERY drunk) @RepStevenSmith but we'd be FAR better with #Cruz2016  @TJMitchJohnson,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@SenMikeLee TOM RIDGE IS A COMPLETE FAILURE - REPRESENTING THE LACK OF NATIONAL SECURITY - KEEPING AMERICA UNSAFE. #TRUMP2016 / #CRUZ2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"You can choose Trump or Cruz, or you can choose the irreversible downfall of America, there are no other choices. #Trump2016 #Cruz2016",Donald Trump,NONE,Ted Cruz,FAVOR,Train
We need2 #vote #Trump2016 in2 office #Cruz won't have a chance of winning against Hillary & the RNC elite.Trump can make America Great #Iowa,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump brings up #TedCruz Cuban ancestry at rally. Trump just being himself an Equal Opportunity Offender ,Donald Trump,AGAINST,Ted Cruz,NONE,Train
I have2say that #Ted #Cruz isn't very smart he doesn't seem to know his friends R #Donald #Trump was his friend. #RNC isn't #vote #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@johnhan79583770 @RichardJSunkle I agree John, I don't wanna see this fued, media pushing hard though. #TedCruz #DonaldTrump",Donald Trump,NONE,Ted Cruz,NONE,Train
"#DonaldTrump #TedCruz & #BenCarson have led most #GOP polls..but when real votes are cast, the nominee will end up being Rubio or Bush",Donald Trump,NONE,Ted Cruz,NONE,Train
"If #TedCruz accepts a VP slot, he might retain a tie-breaking Senate vote and can garrote #DonaldTrump any time it's convenient. Do it Ted!",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Dear #Gop: All of ur candidates are absolute crap. All ur doing is picking out the dick that's going to screw us all #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
So...after #DonaldTrump promised he wouldnt fire the first sleaze shot against #TedCruz...he is now basically calling him a kiss ass to him!,Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz #DonaldTrump  I dont trust any polls but only counted votes after an election. Polls are there to feint and fool people.,Donald Trump,NONE,Ted Cruz,NONE,Train
Thanks to my media bitches for pimping #TedCruz over the evil #DonaldTrump. We all know he hates me. And #ISIS. Both of which are just mean.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Democrats & mainstream Republicans have played the BAD COP, GOOD COP game long enough. Elect #Trump2016 or #Cruz2016 #MakeAmericaGreatAgain",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#DonaldTrump falls behind Iowa front-runner #TedCruz by 10% points! While that's nothing to clap about its great seeing Trump slapped about!,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"Once @realDonaldTrump goes away, all good citizens will begin trolling @tedcruz and his crazy talk. #TedCruz #TedCruz2016 #Trump #trump2016",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Thinking about getting a group together on Google Hangouts for debate. Any #Bernie2016, #Trump2016, or #Cruz2016 supporters interested?",Donald Trump,NONE,Ted Cruz,NONE,Train
cooler heads prevail- #IowaPoll is fixed we know it and all others put #cruz still unable to break out of the mid teens..  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@KETV  #Iowa people aren't foolish enough to waste their votes on someone that is, obviously, ineligible.  #TedCruz #DonaldTrump #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz and #DonaldTrump leading in Iowa. Lack of experience governing is what we've experienced with the current #POTUS-do we want to,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"Don't get #Trump and #Cruz twisted: Trump is not beholden to ANYONE but us Cruz has ""behind closed doors BIG donor meetings""  #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@syedn_hussain Time has come for Americans to do what is best for Americans, not everybody else. No more nonsense! #Trump2016  #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@cspanwj Lets See: Want to see what's up with #DonaldTrump & #TedCruz in #Iowa just check TRUMP's I feed.  Bet that is a first.,Donald Trump,NONE,Ted Cruz,NONE,Train
Just think how far ahead #TedCruz would be now if naive people had not fell for x Democrat #DonaldTrump! It's past time to #DumpTrump! #CNN,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
I don't care who #DonaldTrump attacks as long as it's not #TedCruz. Unlike other candidates #Cruz will rise as he is attacked he's unique!,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#DonaldTrump on #TedCruz: ""You can't walk into the Senate, and scream, and call people liars, and not be able to...get along with people.""",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"It is mind-boggling to live in a day&age where a 10pt leadin just ONE pollis continually called a ""surge"" #Trump2016 #CruzIsNotGoodEnough",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump calls #TedCruz a Cuban, and as a #Canadian I have no urge to contradict a huge great fantastic solid-gold Mensa card-holder.",Donald Trump,AGAINST,Ted Cruz,NONE,Train
Leaked!! Iowa poll showing Cruz ahead was taken at a #TedCruz rally. More proof #Trump2016 has #yuge support #cnn #MSNBC #tcot #FoxNews #2A,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
You know #DonaldTrump is on the crazy train when #TedCruz starts to look like the more sane choice for the far right.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
The race is on btwn #DonaldTrump & #TedCruz: are U into rabid racism or are U truly moved by frothing misogyny? Time 4 some soul-searching!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Looks like @realDonaldTrump is going after @tedcruz. I like them both. #Cruz2016 would be best POTUS, but #Trump2016 is most likely to win.",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"Paris agreement accomplishes what war could not,the largest theft of wealth from one nation since Rome was sacked! #cruz #trump2016 #hannity",Donald Trump,NONE,Ted Cruz,NONE,Train
#MakeAmericaGREATagain? in major trouble. #TedCruz has unmitigated gall to take national lead away from #DonaldTrump.  #Trump's GLOVES off!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump #TedCruz News Headline: ""Trump lashes out at Cruz."" That's like saying Hitler lashing out at Mussolini, lotsaluck.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Headline: ""Trump lashes out at Cruz."" That's like saying Hitler's lashing out at Mussolini, haha. #TedCruz #DonaldTrump #RacismMustFall",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@peddoc63 @SMolloyDVM Yeah, just right after he destroys America! #DonaldTrump is the only way to go, #TedCruz is just another puppet!",Donald Trump,NONE,Ted Cruz,NONE,Train
What #HillaryClinton fears most: Truth Prison #NRA  #Republicans  #DonaldTrump #TedCruz Indict Hillary. Pick your candidate. Join the NRA.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"New polls show #TedCruz is cruising. Cruz leads #DonaldTrump in two Iowa polls, and is five points behind Trump in a national poll.",Donald Trump,NONE,Ted Cruz,NONE,Train
It's annoying that ugly beautiful is a thing? Maybe if she wore a #DonaldTrump or #tedcruz shirt it wouldn't be an issue. #single problems,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@realDonaldTrump R U running 4 POTUS or class Prez? Like 2 kids whining at playground. Need real adults 2 run country #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump & #TedCruz both of whom are reportedly hung like goldfish, appear to be starting a major pissing contest by dissing each other!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Not that I'm defending crazy & creepy #TedCruz but #DonaldTrump calling Cruz ""a maniac"" really makes me chuckle? Look who's talking!!!"" LOL",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Not that I'm defending crazy & creepy #TedCruz but #DonaldTrump calling Cruz ""a maniac"" really makes me chuckle! Look who's talking!!!"" LOL",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
FreedomJames71 -blocked me because he was weak and hated Cruz so i returned the block anyone else? I support both #Cruz2016  #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"""You can't go in the senate and call people liars. I find calling them stupid works better!"" #DonaldTrump  #Foxnews  #TedCruz",Donald Trump,NONE,Ted Cruz,NONE,Train
Seems the evidence reflects #Trump2016 can't make an argument against conservative solutions so resorts to mock & ridicule. #Cruz2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Shorter #DonaldTrump: #TedCruz, don't call out RINO back-stabbers like McConnell, make nice, make deals... .@glennbeck .@PatandStu",Donald Trump,NONE,Ted Cruz,NONE,Train
News media propagating more lies saying that #Trump2016 attacked #Cruz2016 be4 Cruz attacked him that's a lie.Cruz attacked Trump 1st #vote,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#tedcruz & #DonaldTrump BOTH Have SharpElbows>Bring Power 2 People! AntiDote 2 #Power Centers+Incompetence+Bureaucracy!#students #teachers,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#tedcruz & #DonaldTrump BOTH Have SharpElbows>Bring Power 2 People! AntiDote 2 PowerCenters+Incompetence+Bureaucracy!#Black #latino #health,Donald Trump,FAVOR,Ted Cruz,NONE,Train
I find #Cruz weak on immigration. I don't like the fact that he's a career politician. I will always support #DonaldTrump.,Donald Trump,NONE,Ted Cruz,NONE,Train
