Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
The anti- #Obama tweets by Republicans such as #TedCruz and #DonaldTrump are actually seriously embarrassing to read. What idiots. #SOTU,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz is spending a fortune going negative on me. Not nice. He thinks he meaner than me! He's DEAD wrong. #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz has no shot. He's not natural born & will be sued by #dems and disqualified. MAKE YOUR VOTE COUNT WITH #Trump2016 #IowaCaucus #Iowa,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@marklevinshow I like #Trump, I like #Cruz, but have no problem with #Trump2016 mentioning citizenship issue, he's trying to win a primary.",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"New Bloomberg Politics/Des Moines Register #Iowa #Poll shows #TedCruz and #DonaldTrump, locked in a tight race for first place. Rest: zip",Donald Trump,NONE,Ted Cruz,NONE,Train
"Can you imagine crazy blowhard #DonaldTrump giving a State of the Union speech? Or creepy, slimy #TedCruz with that Godawful voice? HELP!!!",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"it'll come down to #DonaldTrump & #TedCruz - to British #Twitter users, is Cruz like your PM, Cameron, in terms of politics? #2016",Donald Trump,NONE,Ted Cruz,NONE,Train
...and what exactly is wrong with NY values??? Sounds like #TedCruz is getting desperate. I applaud @realDonaldTrump 's values! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I'm sorry, but Democrats got Obama and Haley stating their points.  Exactly when will Conservatives have a voice?  #TedCruz2016 #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Apparently only a natural born citizen can become President. That disqualifies anyone born by Cesarean section. #Trump2016 #TedCruz,Donald Trump,NONE,Ted Cruz,NONE,Train
"IRAN & KERRY:  IRAN: ""Jump!"" KERRY: ""I'm jumping."" IRAN: ""Roll over!"" KERRY: ""I'm rolling."" IRAN: ""Good dog!""  #SOTU #Trump2016 #Cruz2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
So #TedCruz failed to disclose a Goldman Sachs loan for his 2012 Senate campaign??? #DonaldTrump just did a backflip.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@LarryCal1 #Cruz actually isn't ""illegal."" He's just not a ""natural born citizen,"" (continental US) making him ineligible. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Say what you want about #DonaldTrump, but at least he can keep track of his money in #Trumo2016 campaign reports. #TedCruz is also an idiot.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#Cruz ""Natural born"" still being debated. An AMERICAN POT""US"" BORN IN CANADA? Unheard of! Shouldn't R POT""US"" Be BORN IN The US? #TRUMP2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#SOTU speech drew 18.1 million viewers Republican debates have drawn up to 24 million viewers @realDonaldTrump #Trump2016 #Cruz2016,Donald Trump,FAVOR,Ted Cruz,NONE,Train
@tedcruz and @realDonaldTrump need to quit going negative on each other. You two are the ONLY hope for this country #Trump2016  #Cruz2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz got million dollar loan from Goldman Sachs 4 Senate campaign & fails 2 disclose it. Did he just hand the nomination 2 #DonaldTrump?,Donald Trump,NONE,Ted Cruz,NONE,Train
For once I am really gonna look forward to what #DonaldTrump will tweet about #TedCruz and #GoldmanSachs Donald swing for the fence!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz supporters cite law 8USC1401(d) proving eligibility #DonaldTrump supporters just rely on #Trump word which he flipped on #IowaCaucus,Donald Trump,AGAINST,Ted Cruz,NONE,Train
#TedCruz in blackface with #DuckDynasty fake hillbilly ought to rip the White Supremacist vote right out of #DonaldTrump clutches,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Do u really think that #donaldtrump won't ignore congress like @POTUS n create laws via exec order 24/7? Obama 2.0 #cruz #tedcruz #cruz2016,Donald Trump,NONE,Ted Cruz,FAVOR,Train
#DonaldTrump said eff it...damn liberal hippie's won't take my #TedCruz #birther bait. just gonna have 2 drag his ass myself. #MSNBCNews,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"18 days until #IowaCaucus: #DonaldTrump & #TedCruz are neck & neck. Meanwhile new poll has @RandPaul 5th, so he should move to main debate.",Donald Trump,NONE,Ted Cruz,NONE,Train
Would you vote for a guy that tries to force widows out of their home just to build a casino? #Trump2016 people would. #Cruz2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
The best way to make America Great Again is to keep #DonaldTrump out of office. His trolling of #TedCruz is despicable and infantile,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Nikki Haley and the establishment GOP want us to cower and give up American exceptionality. WE WILL NOT COWER!! #TedCruz #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz born in Canada is ineligible for Potus. #realdonaldtrump we need a natural born potus in WH for real change. #GOPDebate #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Didya ever stop to wonder why #DonaldTrump is deflecting attention from himself and falsely attacking #TedCruz? Hmmm? #GOP #tcot #pjnet,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Hey #Cruz2016, stop insulting NY by saying the #Trump2016 schlong reps NY values! We don't all have dead vehicles on our lawns you moron!",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#TedCruz says #DonaldTrump embodies #NewYork values. Trump reciprocated that Ted embodies #Canadian values. ""Eh?"", was Ted's response",Donald Trump,NONE,Ted Cruz,NONE,Train
@marklevinshow I'll sacrifice some conservatism in order to have a leader who loves America and will act. #Trump2016 #TedCruz2024 VP,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Anyone else notice that @realDonaldTrump NEVER confronts anyone to their face?! If u agree Retweet. #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,NONE,Train
GOP bluster wagging shriveled dicks over latest Iran incident. They don't care about 10 sailors #disgusting #trump #trump2016 #Cruz #McCain,Donald Trump,NONE,Ted Cruz,NONE,Train
#donaldtrump will never listen 2 Congress n will CREATE more laws via exec order than @POTUS. Trump is #obama 2.0 #Cruz2016 #CruzControl,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Worst part abt #Trump2016 is NOT hIs ANGER -It's his appeal DESPITE lack of Intellectual Honesty &Substance IT REVEALS R IGNORANCE #TedCruz,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump is way less dangerous thatn #TedCruz for the USA & the world ! Cruz is GW #Bush ,drunk w/ its finger on the nuclear bomb bottom",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#RNC debate just in time for a peaking and slow decline of #DonaldTrump. But #TedCruz is even more dangerous for Americans than the donald.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz is not American enough (pun intended) to know what is in America's best interest. He'd be a total disaster. #TrumpTrain #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
if #Donaldtrump thought #tedcruz was NOT eligible he would immediately sue. #trump knows he'd lose n wants 2 keep issue alive. #GOPDebate,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump, #TedCruz, and #MarcoRubio are three little pigs who suck so hard they'll blow their own house in and let the big bad wolf win",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#Trump #Cruz ticket announced would likely end the conversation. No way the two of them wouldn't leave Washington changed forever #Trump2016,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"@Im_ur_hklbry Is this the best argument you've got? Mark your calendar, the day you heard me say #TedCruz will get shellacked by #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
There's so disrespect for #Cruz2016 We can't take a chance if he's not eligible for #POTUS Get Obama out!!! No more Clinton/Bush #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Certain that #DonaldTrump's going to make toast of #TedCruz tonight, #ChrisChristie's bringing butter and jelly to the debate. #GOPDebate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I can't do an impression of #DonaldTrump, but my impression of #TedCruz is so good three of my neighbors have already moved away -",Donald Trump,NONE,Ted Cruz,AGAINST,Train
"The #TedCruz #GoldmanSachs cover up: he's done in this race. Cruz is ""Mr. Politician"" bought and sold like the rest of 'em. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Dems on MSNBC vowing they will sue #Cruz if he's nominee. #Trump right as usual. It will be an issue. #Trump2016 #MakeAmericaGreatAgain,Donald Trump,NONE,Ted Cruz,NONE,Train
I find the fact that #Trump2016 is pulling the same #Birthers crap on #Cruz that he pulled on #Obama both tragic and hilarious. #smh #PJNET,Donald Trump,AGAINST,Ted Cruz,NONE,Train
#DonaldTrump start calmer and more relax than what we expect. Storm came from #TedCruz. Iran is the pivotal subject apparently. #GOPDebate,Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz #Trump2016 #RepublicanDebate #GOPDebate Donald's laugh at Cruz's paperwork error was straight up bully. Well done. Steal the show.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I despise #TedCruz, but I'm impressed with how he handily deflected that $1M loan disclosure issue. Let's see if #DonaldTrump brings it up.",Donald Trump,NONE,Ted Cruz,AGAINST,Train
Good Counterattack from #TedCruz about #donaldtrump mother's born place.  #TedCruz plays well tonight! #GOPDebate #GOP,Donald Trump,AGAINST,Ted Cruz,NONE,Train
That's NOT true #TedCruz !   You must be born on American soil!   Being born on an American base overseas is American soil! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#Trump2016 is brilliant in his evil. He knows that all you need to do is place that seed of doubt re: #Cruz2016, bogus as it is.  #GOPDebate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
OMG this #GOPDebate! I seriously can't with #DonaldTrump and #TedCruz. There's no control here. Its an absolute CIRCUS SHOW.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#DonaldTrump admits after asked why he's doing #birther attack on #Cruz now: ""Because now he's doing a little bit better!"" #GOPDebate",Donald Trump,AGAINST,Ted Cruz,NONE,Train
And #DonaldTrump just candidly admitted he started worrying about #TedCruz right to serve as prez because of Cruz' improving poll numbers,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"You know what, #DonaldTrump was honest in his reason for attacking #TedCruz eligibility for president. Can't forget the birther mess.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#GOPDebate just degenerated into love affair between #Trump2016 and #TedCruz. Both offer each other jobs. Sane #Americans recoil in horror,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#Cruz is moping the floor with #Trump2016 wig I cannot believe the #republican leading in the polls is siding with #larrytribe what a PUSS,Donald Trump,NONE,Ted Cruz,NONE,Train
Is this an episode of Judge Judy?  #DonaldTrump & #TedCruz going at it hot & heavy (maybe they'll be undressing soon ;-) #GOPDebate,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"i'll be honest, aside from #DonaldTrump's back & forth with attorney #TedCruz, he's had some fine answers today. #GOPDebate #LeadRight2016",Donald Trump,AGAINST,Ted Cruz,NONE,Train
#Trump2016 is doing a horrible job in this debate platitudes and rambling #CRUZ handed #Trump his hat is that last exchange,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#GOPDebate think what #Trump2016 is saying that #Cruz2016 should get a court writ saying he's eligible - debate over BEFORE general election,Donald Trump,NONE,Ted Cruz,NONE,Train
"#GOPDebate isn't about who ""owns"" whom. It's about facts, and #Trump2016's point about #Cruz's eligibility is just that - not personal.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#GOPDebate #DonaldTrump & #tedcruz hardly going at each other..more like  a married couple arguing...like it! @realDonaldTrump @tedcruz,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Our strength is in our unity! Peace, Love & Hard work. #Fiorina #Trump2016 #TedCruz2016 let's make America Great again!",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Holy shit! I don't like #DonaldTrump but he just OWNED #TedCruz on that whole New York speech. #GOPDebate,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@FoxBusiness Where does @SenTedCruz get off with ""New York"" values. #FuckYou #TedCruz. Very insulting, idiot Cruz. what an ass. #DonaldTrump",Donald Trump,NONE,Ted Cruz,NONE,Train
omg #DonaldTrump just destroyed #TedCruz using 9/11. Like actually! That actually just happened. I held my breath.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruzband and #Trump2016 out class everyone on the stage.  That back and forth on New York was great. And they both made great points.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I don't like #Cruz he gives me the skeevies. When I look at him I cross my legs.... Something about him is off #GOPDebate #NYC  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#TedCruz just made a very disparaging comment about New York, attempting to assert that every NYer is a liberal & not a Patriot. #Trump2016",Donald Trump,NONE,Ted Cruz,NONE,Train
Evan Disgusting #DonaldTrump says it. Jackass #TedCruz statement about #NY was insulting.  TED CRUZ belong in some woods. What an ass!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"I would much rather have realistic contemporary #NewYvalues than backwards, racist Texas values. #TedCruz  #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump owned #TedCruz with his response about #NYValues jab. I agree with Trump. It was a very disrespectful thing to say. #GOPDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#GOPDebate #DonaldTrump #TedCruz Boxing gloves are off, ""New York values"", You don't know New Yorkers. Don't tread on Empire State.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@WilkowMajority tired of politicians bringing up 9/11 as a political card when they get owned on an issue #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Take a drink every time #cruz says ""constitution"" and ""leave it to the states"" or just rambles incoherently. #Trump2016",Donald Trump,FAVOR,Ted Cruz,NONE,Train
"Mind-boggling #Rebulicandebate #DonaldTrump #TedCruz #JebBush seem fear mongers with no solutions, conservatism theory holds accountability.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Donald trump is a coward. He hides behind 911. He has no conservative values. He's a N.Y. liberal. Ted Cruz is right. #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
When #DonaldTrump isn't trying to take on #TedCruz he is kicking ass (with more details than usual) tonight (China tariffs). #GOPDebate #gop,Donald Trump,FAVOR,Ted Cruz,NONE,Train
Has Televangelist Ted even spoken since #DonaldTrump SHUT HIM DOWN earlier? Dude is quiet as a church mouse! #TedCruz #GOPDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz is on fire!  Solving with flat 10/16 taxes!  Instead of all the feet dragging #JebBush or typical wealthy businessman #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Boooooo #DonaldTrump! and Look @ #ChrisChristie #TedCruz these are your petulant children Your playground bullies, chumps playing the dozens",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz  went in on #DonaldTrump  throughout the #GOPDebate. I haven't seen evil take on evil like this since Anakin killed Count Dooku!!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"On every issue #donaldTrump just says his policies are ""I will win"" #TedCruz actually discusses policy on issues. #GOPDebate #IowaCaucus",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#TedCruz used ALL of #DonaldTrump words. Ted said exactly  what Trump says at all his rally's. They all criticize #Trump but emulate him!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"How can Cruz go after New Yorkans? News flash, this is the United States of America and you are from Canada #Trump2016 #GOPDebate #cruzsucks",Donald Trump,NONE,Ted Cruz,NONE,Train
#Cruz Supporters are mad because you can vote more than one time on Drudge Report I guess not a lot of supporters for Cruz. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz2016 #Rubio2016 #Trump2016 I'm not understanding why there were any other people on this stage. Time to break it down to the 3,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"It's official, the bromance between #DonaldTrump and #TedCruz is over. That's my take. Watch @Nightline for more analysis and commentary.",Donald Trump,NONE,Ted Cruz,FAVOR,Train
Every one of #Cruz answers were so scripted! Just another lawyer/politician that will say anything to get elected #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Anyone else thought that #Trump looked like a pissy little offended rich brat when debating with #Cruz? #TedCruz makes #DonaldTrump NERVOUS!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Funny, how many on twitter can explain @tedcruz ""NY Values"" comment, but HE CANT! It was an insult, plain an simple! #Trump2016 #TedCruz",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz2016 #Fox #debate #Trump2016  Yall are the best ticket I we could ever have make a law declare a tie and go in both as presidents,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz  and #DonaldTrump first argument at the#gopdebate over Cruz's election status seems to be getting more press then  #newyorkvalues,Donald Trump,NONE,Ted Cruz,NONE,Train
Americans need to wake up! #Cruz is dangerous! They will sue him re: birther issue & he doesn't report loans! Typical politician! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@megynkelly WHY DOES THIS GUY on your show call #TedCruz ""the second front runner?"" lol TRUMP 39, CRUZ 14 #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump & #TedCruz went at it during #GOPDebate. Cruz made comment about NY, Trump stole show defending city. Lasting moment for many",Donald Trump,NONE,Ted Cruz,NONE,Train
"Here's a  simple truth.  Neither #DonaldTrump or #TedCruz will be president.  So,  #republicans need to get behind someone else.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
".@realDonaldTrump @CLewandowski_ @tedcruz  America First, Rest Next  Republicans First, Democrats Next  #DonaldTrump First, #TedCruz next",Donald Trump,NONE,Ted Cruz,NONE,Train
#Cruz needs to get a new acting coach. You sound like your acting and thats not a good thing.  #Trump2016,Donald Trump,NONE,Ted Cruz,FAVOR,Train
#DonaldTrump & #TedCruz stopped their #GOPDebate attacks only when #JebBushs iPhone went off & his #MeghanTrainor ringtone filled the hall.,Donald Trump,NONE,Ted Cruz,NONE,Train
@tedcruz Wake up #TedCruz the South used to traffic in stolen people during slavery so don't lecture New Yorkers about values! #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Wake up #TedCruz the South used to traffic in stolen people during slavery so don't lecture New Yorkers about values! #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"On 911 there were no New York value, there were only American values and we to get back to them #AmericanValues #TedCruz  #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Lively exchanges #debate with #DonaldTrump & #TedCruz trading barbs over the former's allegiance to #NewYork and the latter's birth status,Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz #DonaldTrump is not some gov't worker who leans on a shovel for 8 hours and then calls it a day. -- That's a NY liberal.,Donald Trump,NONE,Ted Cruz,FAVOR,Train
Has #Trump2016 filed a lawsuit on Canadian born #TedCruz yet? Americans want  a natural born Potus for a change @realDonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#MittRomney was ahead in many polls in 2012 and look what happened to him. Hopefully, the same happens to #DonaldTrump and #TedCruz #Quacks",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"What's more annoying than #DonaldTrump? People cheering the asinine things he says. Oh, also #TedCruz. #EverybodyHatesCruz",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Ted Cruz doesn't know or care what New York values are, but neither does Trump. #GOPDebate #TedCruz #DonaldTrump",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@GOP in case yall havent noticed, we the people are sick of your establishment candidates. Listen to us or disappear.  #Cruz2016 #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Last night's debate #Cruz  performance: What a waste of an Ivy league education. #Trump  passionate patriot. Invest ur vote on #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Come On America! Stop selling off your stocks! #DonaldTrump is going to make America great again. If not? #Cruz or #Rubio will,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#GOPDebate still say there should have only been 3 on stage last night. #Trump2016 #Cruz2016 #Rubio2016 all others #JustDon'tMatter.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
If Trump doesn't get his way he'll bride his way worse he'll use executive power he doesn't have Remained  u of some1? #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Nicely done, #TedCruz. Overnight, you made 8.5 million people unite with #DonaldTrump against you. Your #NewYorkvalues hard at work for you.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Trump knows he would lose #Cruz #birther issue.  If #donaldtrump really thought it was a prob he would bring a lawsuit  #Outnumbered,Donald Trump,AGAINST,Ted Cruz,NONE,Train
As long as GOP remains queer for earnest lying lawyers...I.E. #TedCruz... Will lose. NY values smear anti white working class. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Stop attacking #Trump2016 and #Cruz2016. It's me you hate. They represent me and millions more. Go ahead and attack me directly. #GOPDebate,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"OMG I think #TedCruz just blew it big time.... ""New York values"" ... I am sure you were thinking #Hillary, not #Trump ... #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@mjkarwal I am not.  Just pointing out that #Trump used 9/11 to deflect from this interview #Cruz referenced. SHAME ON #DONALDTRUMP,Donald Trump,AGAINST,Ted Cruz,NONE,Train
Thinking #TedCruz2016 jumped the shark with his #NewYorkValues statement. Looks like it's #Trump2016 to the finish line now,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Remember @realDonaldTrump poll numbers don't include the right of center Democrats willing to vote #Trump2016 won't happen for #Cruz,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz2016 may know you 'don't mess with Texas' but he's finding out fast you do not fuck with New York! #DonaldTrump #RepublicanDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I feel the real reason #NewYorkValues backfired is #TedCruz tried to call #DonaldTrump a Jew discreetly but you don't slander the chosen ppl,Donald Trump,NONE,Ted Cruz,AGAINST,Train
Ted Cruz and Donald Trump did the best in last nights debate.  No one else belonged on the stage! #GOPDebate #TedCruz #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Anyone notice #DonaldTrump signaled  #TedCruz as his VP candidate. That's big news and shows strategic thinking transparency manliness #CCOT,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@AP Good 2see #donaldtrump won't b able 2avoid court hearing issue bc #Trump knows #Cruz eligible n courts agree #wakeupamerica #gopdebate,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"@hunteralford13 stronger background checks yes, but side note why did ur bio change from ""#Trump2016"" to ""#Cruz2016"" having second thoughts?",Donald Trump,NONE,Ted Cruz,NONE,Train
Like it or not #DonaldTrump will be the #GOP nominee  Get Ready   #TedCruz lost both nomination & vice presidency   #NewYorkValues,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@AP_Interactive #TedCruz said nothing but giberish. Trump n Rubio would have a landslide on the General Election ! #DonaldTrump #MarcoRubio,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"How tragic is Donald Trump's theme song? Poor wee lassies, hope they got paid well #RepublicanDebate #Trump2016 #Cruz #ohdear",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Forget natural born citizen, how can someone run for president when they were citizen of US & Canada until 2014? #TedCruz #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"On #MLKDay, #POTUS, #FLOTUS will take part in community service project Imagine #DonaldTrump #TedCruz #ChrisChristie or GOP2016 doing that?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#TedCruz Sorry buddy, but picking a fight with #NewYorkValues was a dumb idea.  Almost as dumb as picking a fight with #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,NONE,Train
"Best response of the debate was Trump's to Cruz about NY. Cruz tried to be cute. But, looked silly. #DonaldTrump #Trump #TedCruz #debate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump is a hypocrite! He's the most offensive person yet he cries foul over #TedCruz comment! As a New Yorker #DonaldTrump offends me,Donald Trump,AGAINST,Ted Cruz,NONE,Train
@realDonaldTrump Canadian Cruz needs to go!  He has not business even being a Senator in the United States of America. #Cruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"If #TedCruz can't run for office b/c he was born in Canada, than #DonaldTrump can't run because he's three little boys in a big trenchcoat.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#greta #GOPdebate #Trump2016 proved last night that he can win a general against any Dem while #Cruz showed he could only win #Republicans,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@Depasquallers @DLoesch  #Cruz was too snarky. He didNOT look good doing it.smuggie. 2 weeks to smack Teddy around. And he will. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Question: ""Would hard line conservatives feel comfortable with a #Trump/ #Cruz ticket""? There could be balance there. #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
The Republican Big Tent is no meager bromide.  Iowa voters will now be asked to extend it to one of Canada's sons.  #TedCruz #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz #DonaldTrump hopefully their fighting will stop so Trump becomes president and Cruz become vice that sounds good to me,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"When that 3 A.M. call comes from Goldman Sachs, #TedCruz will be the man you can trust to take it.  #TedCruz  #Trump2016",Donald Trump,NONE,Ted Cruz,FAVOR,Train
#Hannity Disagree w/ #Cruz he won't get Dem's he's way too far right. Clinton will slide to middle and so must #GOP for general #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I can't trust @tedcruz says #Cruz establishment politician #cruz2016 offensive & go against my conservative values #Hannity vote #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I think many were duped by #Cruz, who with more & more evidence seems 2 have used ""anti-estab SHOWS"" to fool us~but he IS #GOPe!  #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Just think of all the places #Cruz would prob lump into his #NewYorkValues sentiment.  We need Patriot UNITY now more than EVER!  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump takes exception to #TedCruz's #NewYorkValues gaffe saying ""it's insulting"" Evidently #Trump doesn't listen to himself #Oxymoron",Donald Trump,AGAINST,Ted Cruz,NONE,Train
Dual citizen and foreign born president is what the founding fathers intended to prohibit. For obvious reasons. #TedCruz #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@RichardH0well  #DonaldTrump has 35% votes of #GOP voters even if add 15-25% of #TedCruz votes to him he will have less than 30% nationwide,Donald Trump,NONE,Ted Cruz,NONE,Train
If certain people in the Republican party would stop the bickering and put that effort to fixing this country.#DonaldTrump #TedCruz #Marco,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"#TedCruz is over joyed to apologize to millions of New Yorkers, but his feud w/ #DonaldTrump isn't over, & the fat lady is still in bed ",Donald Trump,NONE,Ted Cruz,NONE,Train
The results of yesterdays Twitter poll:  Donald Trump is just slightly more of a cunt than Ted Cruz. #cunt #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Politicians that wear their religion on their sleeve for votes;  Fool me once can't get fooled again #W #Bush #Cruz #DuckDynasty  #Trump2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
